"Year","Country Name","Country Code","Adolescent fertility rate (births per 1,000 women ages 15-19)","Agriculture, value added (% of GDP)","Births attended by skilled health staff (% of total)","Cash surplus/deficit (% of GDP)","Contraceptive prevalence (% of women ages 15-49)","Exports of goods and services (% of GDP)","External debt stocks, total (DOD, current US$)","Fertility rate, total (births per woman)","Foreign direct investment, net inflows (BoP, current US$)","GDP (current US$)","GDP growth (annual %)","GNI per capita, Atlas method (current US$)","GNI per capita, PPP (current international $)","GNI, Atlas method (current US$)","GNI, PPP (current international $)","Gross capital formation (% of GDP)","High-technology exports (% of manufactured exports)","Immunization, measles (% of children ages 12-23 months)","Imports of goods and services (% of GDP)","Income share held by lowest 20%","Industry, value added (% of GDP)","Inflation, GDP deflator (annual %)","Internet users (per 100 people)","Life expectancy at birth, total (years)","Malnutrition prevalence, weight for age (% of children under 5)","Market capitalization of listed companies (% of GDP)","Merchandise trade (% of GDP)","Military expenditure (% of GDP)","Mobile cellular subscriptions (per 100 people)","Mortality rate, under-5 (per 1,000)","Net barter terms of trade (2000 = 100)","Official development assistance and official aid (current US$)","Population growth (annual %)","Population, total","Prevalence of HIV, total (% of population ages 15-49)","Primary completion rate, total (% of relevant age group)","Ratio of girls to boys in primary and secondary education (%)","Renewable internal freshwater resources per capita (cubic meters)","Revenue, excluding grants (% of GDP)","Roads, paved (% of total roads)","Services, etc., value added (% of GDP)","Surface area (sq. km)","Time required to start a business (days)","Total debt service (% of exports of goods, services and income)","Workers' remittances and compensation of employees, received (current US$)"
2007,"Afghanistan","AFG",121.262,37.4741116086607,,-1.67909630418357,,17.2869746229451,2.041319E9,6.634,2.88405548216645E8,1.0169548110697E10,16.1776529410024,,,9.80198445148925E9,3.06045579650809E10,30.5824848923848,,70.0,56.5929055536929,,24.9407173281385,6.75746309770156,,43.8307317073171,,,32.6071519000142,2.10588798739377,,257.0,,3.95108E9,,,,,57.7365184222676,,6.72902212774721,,37.5851710632008,652090.0,9.0,,
2007,"Albania","ALB",14.16,21.4296517302937,,,,27.8462082101059,2.775868E9,1.873,4.7668E8,1.08312247347093E10,6.0,3360.0,7350.0,1.0512791865795E10,2.30227842058679E10,29.9429410954903,,97.0,54.317957055649,,19.9556814014389,3.1598111878404,,76.4982926829268,,,48.6371590381502,1.79840767581913,73.4247673871445,15.181,,3.0519E8,0.34239375307591,3132458.0,,,,8587.50540310517,,,58.6146668682674,28750.0,36.0,4.14908578928676,1.468E9
2007,"Algeria","DZA",7.339,8.17792509967543,,6.17784917581827,,47.1298698257936,5.540664E9,2.383,1.6646E9,1.34304104724814E11,2.99999999999999,3610.0,7650.0,1.22195605953918E11,2.58946303102235E11,33.6904419814747,,92.0,23.5531153063549,,61.0919805828934,6.79210012490942,10.338916903211,72.250243902439,,,65.3696774047883,2.93798757817369,81.4196204875636,37.0,183.799076173003,3.8979E8,1.49261743944306,3.38526756019577E7,0.1,95.1380535429547,,332.233709744041,40.3774472932024,,30.7300987725309,2381740.0,24.0,,2.12E9
2007,"American Samoa","ASM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.67301563412825,65029.3607635464,,,,,,,,200.0,,,
2007,"Andorra","ADO",,,,,,,,,,,,,,,,,,94.0,,,,,,,,,,,,2.7,,,2.8311345059461,82180.0,,,102.661735565572,,,,,470.0,,,
2007,"Angola","AGO",123.683,9.69786815376102,47.3,,,73.9232069174167,1.2738275E10,5.785,-8.9334E8,5.92634213751206E10,20.279579920195,2590.0,4400.0,4.55085930589368E10,7.72036746562956E10,14.3652729786114,,88.0,40.3977518774727,,72.3986797974221,4.12508375159972,2.83686569634087,46.8014634146342,,,97.9646443841209,3.7837,28.2634764649805,158.0,204.059874057591,2.4119E8,2.68736923022808,1.7554585E7,2.1,,,8430.84584454717,,,17.9034520488169,1246700.0,119.0,10.2432488262148,
2007,"Antigua and Barbuda","ATG",,,,,,,,,3.90946346296296E8,1.15479257219822E9,8.53229596416955,12610.0,19350.0,1.06954780637114E9,1.6414437363637E9,,0.0565124783575453,99.0,,,,8.47470147526349,70.7434213433699,,,,69.6228932672762,,132.503607233154,10.8,,4190000.0,0.848430603279931,84813.5400587651,,97.2921914357683,95.0220572875068,613.109651642539,,,,440.0,21.0,,2.3512E7
2007,"Argentina","ARG",56.9,9.39487471301088,,,,24.6265468941767,1.27758152E11,2.254,6.46221E9,2.62450806576364E11,8.65333684642083,6040.0,12970.0,2.3873326402811E11,5.12408064974433E11,24.2009503504714,6.62368652660701,99.0,20.3371259842742,,33.7362018117639,14.1649276632303,25.9380936032738,75.2185365853659,,33.0287420834341,38.2874037656128,0.749825379800461,102.27399274579,16.3,116.166077738516,8.202E7,0.938917246582669,3.95034660477389E7,0.5,,,6986.72870037432,,,56.8689234752252,2780400.0,31.0,12.9990555503273,6.0661E8
2007,"Armenia","ARM",35.706,20.2820602192449,,-0.566994820446348,,19.1894053167467,2.888062E9,1.735,6.9881E8,9.2044729303087E9,13.7,2580.0,5740.0,7.91161866395498E9,1.76359883178137E10,37.7899739829511,2.02760242914245,92.0,39.1584900031159,,43.9088082785996,4.25743573711026,,73.3953658536585,,1.14074972890901,48.0212178738165,3.04255824394972,61.0721411251607,24.3,,3.5155E8,0.129459342205467,3072450.0,0.1,97.5367682399308,104.422217047594,2952.36700353138,20.9602968559956,,35.8091315021555,29800.0,18.0,7.04672482041183,8.45865E8
2007,"Aruba","ABW",33.439,,,,,,,1.738,-1.16160051322566E8,,,,,,,,0.093171928414204,,,,,,23.0379358009522,74.6404878048781,,,,,139.983297496544,,192.481111029081,,1.42891339463077,104176.0,,98.6147757255937,100.673573510894,,,,,180.0,,,1.2561E7
2007,"Australia","AUS",14.896,,,1.67490059043258,,20.6273656990611,,1.931,3.95962199075264E10,8.2097354165031E11,3.30001215092035,35760.0,33400.0,7.51518844186445E11,7.01950796422013E11,27.4805532125691,13.5226740143175,94.0,21.8473443922293,,,4.63226158556375,53.2952652867,81.2926829268293,,158.157234323279,37.3573992326826,1.97652423221769,101.165833928147,5.7,152.391140331552,,1.52042226074448,2.1015E7,0.2,,97.4918886836655,23411.8486795146,27.4812226372655,,,7741220.0,2.0,,3.82839E9
2007,"Austria","AUT",12.779,1.94127332713244,,-0.855875597289464,,58.8590648085428,,1.38,3.07168498614728E10,3.73192406657177E11,3.35482478713357,41970.0,36750.0,3.48968487465682E11,3.05585475953451E11,20.8429038399262,11.3045566954448,79.0,51.5702721208438,,31.1858293967154,2.29604922005144,67.3651515430296,80.0317073170732,,61.2840478316848,87.6359346937184,0.941066706079489,119.200132476661,4.4,,,0.397678512654407,8315427.0,0.2,102.231993018729,97.2331971123601,6614.2123549398,37.1034326196605,,66.8728972761521,83870.0,28.0,,2.96477E9
2007,"Azerbaijan","AZE",33.849,5.90592094460309,,,,68.129739214943,3.021415E9,2.0,-4.74888E9,3.3049963583394E10,25.049,2710.0,6630.0,2.32411034338042E10,5.68712185605215E10,20.1142413878213,3.93729582614319,97.0,28.5131963193294,,68.5135448850671,20.9840366340144,10.7979241789015,67.380243902439,,,82.6455857691901,2.86308663305243,52.6611475981611,39.3,,2.2528E8,1.13361074769076,8581279.0,0.2,113.342489530759,96.6898727976726,945.663228057263,,,25.5805341703298,86600.0,36.0,0.696716196359243,1.2873E9
2007,"Bahamas, The","BHS",52.976,,,,,,,2.022,7.1334E8,6.570999808E9,2.79579520225525,,,,,,1.31951247233758E-4,96.0,,,,2.48973560333252,36.2384080917559,73.3958536585366,,,57.1937316970319,0.88723180190968,112.942736565905,13.4,,,1.17293572592797,331140.373760788,3.0,97.3007712082262,101.405051433459,60.3973468195931,,,,13880.0,31.0,,
2007,"Bahrain","BHR",16.732,,,,,,,2.292,1.75604655733518E9,,,,,,,,0.0458083501097161,99.0,,,,,33.2098383168582,75.8309756097561,,,,,148.248718246455,10.18,119.726403340605,,1.86047496210377,752788.970589759,,,,5.31357413069731,,,,710.0,9.0,,
2007,"Bangladesh","BGD",71.608,19.2434650141206,18.0,-1.33253403499727,55.8,19.7766917282094,2.2033403E10,2.358,6.5282E8,6.84154213727194E10,6.42784252079143,480.0,1340.0,7.49327855480065E10,2.11439535559746E11,24.4641801535694,,88.0,26.7024271451155,,28.377570491992,6.78645029797174,0.316952163652392,65.9551219512195,,9.92938414131993,45.3833351852757,1.20101109705046,21.7872917294655,60.5,69.0730452198264,1.50212E9,1.46190786923124,1.57752512E8,,,107.404678166227,665.599543670024,10.2526709136468,,52.3789644938873,144000.0,74.0,3.89620881028222,6.562317E9
2007,"Barbados","BRB",42.7,,,,,,,1.525,,3.409E9,,,,,,,9.9725076441798,75.0,,,,,,76.9065853658537,,164.249926664711,63.8086095629217,,,11.6,114.228426341056,1.365E7,0.256867811116496,254543.0,1.2,94.6305156831473,101.274827433214,314.288744927183,,,,430.0,,,1.4E8
2007,"Belarus","BLR",21.262,9.23227980464616,,0.431508710414109,,61.0446321886517,9.46986E9,1.287,1.7852E9,4.5275711995825E10,8.60000078498793,4240.0,10790.0,4.11799796062348E10,1.04654652636861E11,32.8240637346872,2.67753353933274,99.0,67.0933965108943,,41.7343425886207,12.8727082724944,28.9605236033807,70.2034146341464,,,116.990637286686,1.64976591437478,71.7377860235003,13.4,,8.326E7,-0.313875067944899,9702000.0,0.2,92.3970810678223,101.092557550263,3834.26097711812,38.251314527923,,49.0333776067331,207600.0,48.0,3.87583322863758,3.542E8
2007,"Belgium","BEL",7.722,0.872525635537072,,,,89.4102176541717,,1.81,7.21947729373998E10,4.52753750136866E11,2.79911428026702,41120.0,35320.0,4.36888983805468E11,3.75270057161876E11,22.3440145102781,7.48332012407263,92.0,86.5120918984281,,24.0736210493412,1.63306902809779,65.9384322915196,80.2207317073171,,85.3359281691657,186.824310074583,1.14056831922612,101.058010295792,4.6,101.150442477876,,0.734330830765897,1.06257E7,0.2,86.3791413130667,98.0565511258976,1129.33736130326,,,75.0538533151217,30530.0,4.0,,8.55668E9
2007,"Belize","BLZ",78.717,12.2713811449568,,,,59.8795260939526,1.05716E9,2.935,1.1233E8,1.27675165594473E9,1.21874454967997,3760.0,6080.0,1.14414991344179E9,1.84708802681186E9,19.2881568021713,0.0758090529425768,96.0,61.6857206322081,,21.483497284547,3.97939706576018,10.5266220596022,76.1980487804878,,,74.4840232297427,,38.9202113237429,25.4,78.822407654853,2.342E7,2.12483032083483,303991.155176035,2.1,106.286464410735,101.638553278626,52633.1102980109,,,66.2451215704961,22970.0,44.0,69.2987340573826,7.48E7
2007,"Benin","BEN",111.787,,,,,,8.56605E8,5.485,4.8E7,5.42761550451001E9,4.600056363764,610.0,1410.0,5.12026510666288E9,1.18407922932908E10,,,61.0,,,,2.86799979962365,1.78717551445634,61.1721951219512,,,45.6001350490547,,22.6891939743114,123.4,80.3292246359805,4.6994E8,3.2073271309016,8393132.0,1.2,,,1227.19385326002,,,,112620.0,31.0,,2.24041E8
2007,"Bermuda","BMU",,,,,,,,1.7568,,5.855378944E9,4.63692283630371,,,,,,,,,,,4.55128145217896,75.0,78.8614390243903,,46.6427540577637,19.09355501484,,,,,,0.312989300892757,64000.0,,,,,,,,50.0,,,
2007,"Bhutan","BTN",38.281,20.5126023274952,,,35.4,52.5985636375518,7.75037E8,2.677,7.83123934362794E7,1.05337932350595E9,14.0480316256798,1480.0,4050.0,9.99109056802194E8,2.73529906721666E9,41.8570266857234,,95.0,57.1192781821458,,43.4924840104707,4.57219589808911,5.91680965623336,65.860243902439,,,113.942035904526,,22.1050529554464,84.0,,8.921E7,1.80243147508508,676040.0,0.1,,,140524.229335542,,,35.9949136620341,47000.0,48.0,,
2007,"Bolivia","BOL",78.2,12.877394394968,,1.24212165049187,,41.7956567499272,4.947041E9,3.5,2.0422E8,1.31200996588109E10,-2.73875693324044E-6,1220.0,3960.0,1.16248673353398E10,3.76983546746413E10,15.1866548335478,4.67429980320928,81.0,34.2662546827355,,36.3892842805827,12.2742894282174,10.5069197042762,65.5129268292683,,17.2483445922628,60.329267351902,1.74547545888774,34.1938245547936,57.4,137.153558052434,4.7649E8,1.73485308045373,9517537.28157844,0.2,97.7426864622683,98.6608271330171,31891.7584475865,23.2656060006429,,50.7333213244494,1098580.0,50.0,11.9486630362223,9.26512E8
2007,"Bosnia and Herzegovina","BIH",15.928,,,1.04895773309922,,39.0773328388707,6.478541E9,1.214,2.11125E9,1.51441567529741E10,6.84,3780.0,8010.0,1.42967235821921E10,3.02502840796704E10,22.6841497227357,3.01970409976235,96.0,73.6505857139227,,,5.93266891458664,27.9217977932517,75.0007317073171,,,92.0354974354235,1.29846125410101,64.8533377796481,14.2,,4.4317E8,-0.0814296745823722,3778410.0,0.1,,99.3950855879975,9395.48646123634,40.2513086494309,,,51210.0,54.0,8.03600421532494,2.6999E9
2007,"Botswana","BWA",52.128,1.81598153226791,,,,47.0402280527215,4.01992E8,2.896,-2.856E7,1.23238066006931E10,4.2450357432197,6100.0,12760.0,1.14843943156807E10,2.4007473227571E10,40.6587929980536,0.431242052951689,90.0,36.6134773630586,,49.2891146337194,12.970568873305,5.31510175273334,50.5875609756098,,47.7710352876593,74.8083697246716,2.57093582929912,61.217269098299,39.7,89.5825914047719,1.0444E8,1.24445716525646,1881431.5257196,23.9,,,1275.624420656,,,48.8949038340127,581730.0,108.0,0.856115838861261,1.41159E8
2007,"Brazil","BRA",75.6,5.98222907022607,,,,13.681763743686,2.37471672E11,1.9,3.45849E10,1.33327054355079E12,5.66950647970702,6060.0,9510.0,1.15126464901383E12,1.80789147717127E12,17.7344490764783,12.3769208810352,99.0,12.1405014068696,3.02,28.0510308209644,3.73212871576567,35.5093676496257,72.2807317073171,2.2,102.783085295681,21.5422894767538,1.49098537078877,63.6335510107709,21.7,107.776962582539,2.9712E8,1.03710622164022,1.90119995E8,0.6,,102.509165079383,28497.7916183934,,,65.9667401088095,8514880.0,152.0,27.8203440366258,4.38244E9
2007,"Brunei Darussalam","BRN",25.043,0.687650918960571,,,,67.6555557250977,,2.294,,,0.619996964931488,,50200.0,,1.95402856550137E10,12.9470672607422,,97.0,27.8166408538818,,71.0370941162109,0.946084797382355,48.2720657927329,77.2926829268293,,,,2.41461082214163,89.6319005997326,8.8,196.022897725545,,1.89321007720989,389252.038242555,,107.368270741111,101.228295961818,21836.7514230032,,,28.2752552032471,5770.0,116.0,,
2007,"Bulgaria","BGR",42.228,6.24482874492831,,3.54631892126758,,63.3949847467662,3.2967941E10,1.42,8.97415E9,3.95492383679684E10,6.16726482496549,4460.0,10790.0,3.41275060758878E10,8.26528595684077E10,36.7971230905238,6.00527190174931,96.0,85.4876461208704,,32.295825186191,7.851605964838,30.9152736298403,72.6839024390244,,55.1034378898445,123.042020878491,2.60970408644982,129.213863508066,11.8,,,-0.511187415410182,7659764.0,,98.1712062256809,96.6445454110519,2741.59882732679,37.1500028538662,,61.4593460688806,111000.0,32.0,15.4595168177558,2.13247E9
2007,"Burkina Faso","BFA",130.9,,,,,,1.460902E9,6.004,6.0E8,6.7669863208059E9,3.59720800997887,430.0,1120.0,6.39860221454146E9,1.65114914212642E10,,,94.0,,,,3.74080587522899,0.744378353537748,52.2024390243903,,,33.1462174395659,1.40133201776024,10.9017593413574,190.7,89.6261412832768,9.3044E8,2.87590051690628,1.4777431326047E7,1.6,33.2955359595775,81.7939356015925,845.884492656531,,,,274000.0,18.0,,5.0E7
2007,"Burundi","BDI",18.62,,,,,,1.456063E9,4.655,500000.0,9.79785001894867E8,3.60029859499636,120.0,370.0,9.55888500691511E8,2.87716233084531E9,,3.79323403181015,75.0,,,,8.27746950624237,0.701711320810806,50.229512195122,,,37.9759666947755,4.72641509433962,3.4447646657985,179.5,128.637357323887,4.6626E8,3.03736602359384,7837981.0,2.0,39.2308943711841,90.0252555385558,1283.49379770122,,,,27830.0,32.0,42.6034072031193,190000.0
2007,"Cambodia","KHM",39.217,31.8841789699457,,,,65.3313199493381,3.760908E9,3.175,8.6729E8,8.3569089796267E9,10.2046015509322,550.0,1720.0,7.99329997527734E9,2.49166897156764E10,20.7859731551748,,79.0,72.9481546835714,7.12739629440938,26.7730459134589,6.51822133544999,0.484561306582459,59.5292682926829,,,113.829168454398,1.10732773803445,17.8825135056855,90.9,84.7594663621036,6.716E8,1.74181947866129,1.44460564739888E7,0.8,85.061116313967,89.649176996129,8346.22239066386,,,41.3427751165954,181040.0,86.0,0.494458927226122,3.5257E8
2007,"Cameroon","CMR",127.502,19.4597785118864,,,,22.0542557482856,3.161542E9,4.314,4.331E8,2.06915589105313E10,3.49999745272467,1050.0,2120.0,1.948933074538E10,3.92821751889199E10,17.3114158935054,,74.0,21.2404195240016,,30.6354350032793,2.05780627745253,2.95476151815712,50.3946341463415,,,35.204742337188,1.43402581686164,24.4755263812284,148.2,132.050047696128,1.9326E9,1.95117603269832,1.85327985570063E7,5.1,55.4748243111796,84.5135425633704,14730.6408775912,,,49.9047864848343,475440.0,37.0,9.86763033352486,1.67441E8
2007,"Canada","CAN",12.779,,,1.76335694482647,,,,1.59,1.11772024054461E11,1.32988289608965E12,2.69999999999999,39650.0,35500.0,1.3075376553025E12,1.17066144974726E12,,14.3061019881222,94.0,,,,-3.8327526132404,72.778723920427,80.5658536585366,,164.416743639981,60.9530439897735,1.30969220939085,61.4913876758855,5.7,117.640657216072,,0.996579676606894,3.2976E7,0.4,,,86426.4919941776,21.0476929460791,,,9984670.0,3.0,,
2007,"Cape Verde","CPV",94.898,8.47815009104278,,,,19.7048489990705,5.98528E8,2.764,1.3029E8,1.44655898136904E9,6.94200430993828,2680.0,3220.0,1.32009409057604E9,1.58484594392082E9,40.2954291081325,0.0,74.0,54.6630444234177,,16.3612693783187,3.17590744483221,8.28321981953034,70.9048780487805,,,53.1673483698617,0.544854305003692,30.9552039079389,32.2,103.269568917656,1.6344E8,1.44577968790904,491717.0,,86.2396758609942,103.849755640028,610.107033110509,,,75.1605805306385,4030.0,52.0,3.77439150517354,1.38857E8
2007,"Cayman Islands","CYM",,,,,,,,,,,,,,,,,,,,,,,41.0996011470525,,,,,,,,,,1.33527142108026,53528.5,,,,,,,,260.0,,,
2007,"Central African Republic","CAF",106.623,53.8656057408104,,,,14.8480414044563,9.73297E8,4.578,2.7207E7,1.71217296413064E9,4.2,370.0,710.0,1.60831686539225E9,3.07989486908624E9,8.87980040251409,,62.0,22.2762506885307,,14.2221932058001,1.97760659236808,0.368374593796809,44.6665853658537,,,24.9390691796614,1.11627272151189,2.99304357459907,171.9,81.2500100586348,1.7648E8,1.82618764690495,4343404.85729193,6.3,30.2442671086052,,32463.0110783438,,,31.9122010533896,623000.0,22.0,,
2007,"Chad","TCD",164.415,23.4225330393246,,,,49.6142937061439,1.797041E9,6.195,6.02768242092259E8,7.00605049029835E9,0.199997470925297,510.0,1220.0,5.46339457212058E9,1.31209560217345E10,19.2676572985443,,23.0,34.2531574976158,,44.0884297194261,1.73636167017584,0.836148489280126,50.6226829268293,,,73.9713180939309,0.991661703394878,8.53202202245932,209.0,,3.5159E8,2.78335559956484,1.07636384151677E7,3.5,30.4331735772179,64.3205945880176,1393.58081546688,,,32.4890372412494,1284000.0,75.0,,
2007,"Channel Islands","CHI",9.912,,,,,,,1.42,,1.1514605568E10,5.89832973480225,68640.0,,1.0241127424E10,,,,,,,,3.33633327484131,,78.9958536585366,,,,,,,,,0.17662244305312,149207.300987451,,,,,,,,190.0,,,
2007,"Chile","CHL",59.6,4.24461105312591,,8.81917082579525,,47.0797390790868,5.8648986E10,1.944,1.445731E10,1.63877525982353E11,4.68035824632062,8160.0,12280.0,1.35367925700772E11,2.03863555766376E11,21.0762487137467,,91.0,33.3142770346171,,47.0595310771884,5.09094734763733,31.1106089188855,78.4363414634146,0.6,129.920334544791,70.0331539129769,3.43256546450687,84.0948561224111,9.02,194.365012615643,1.2015E8,0.980545681392897,1.65945964396281E7,0.3,94.8371625116009,98.6338641380491,53270.3523834419,27.4858612560772,,48.6958578696857,756630.0,27.0,14.2195627108224,2500000.0
2007,"China","CHN",9.736,11.1256636068,,,,42.5333232913,3.73635353E11,1.725,1.3841319E11,3.38226749917844E12,13.0,2410.0,5430.0,3.17986625070516E12,7.15445856716422E12,43.3015164823,29.6943795242908,94.0,32.7896485904,,48.5021725106,7.44651951235285,16.1252534281657,72.9980487804878,,184.0867196788,64.2937023913,1.9587572773,41.5157359413616,21.9,78.9235501780367,1.43857E9,0.55449438988657,1.31830972422851E9,0.1,100.915023777533,99.9875550011657,2133.33782518053,,70.7,40.3721638827,9598088.0,35.0,2.2368470127646,3.2833E10
2007,"Colombia","COL",74.3,8.91632384521088,,-1.78814966622585,,16.8741345646539,4.4975931E10,2.45,9.03977E9,2.07785561582406E11,7.54589011945627,4100.0,8260.0,1.80411933833555E11,3.63372288239593E11,24.3252632628023,2.87977842176485,95.0,21.04279863845,,35.4690101865985,4.75224249806867,27.5081274012776,72.8348780487805,,49.0678703676748,30.2660370244537,3.29706196210367,77.1617068679383,20.3,121.364009860312,7.3083E8,1.25364806146305,4.3987E7,0.6,106.628437471431,104.446592453168,48014.1860095028,24.0404918431896,,55.6146659681906,1141750.0,42.0,21.9775612954138,4.523034E9
2007,"Comoros","COM",45.657,45.343721781304,,,,12.1653377743176,2.9101E8,4.302,800000.0,4.64949227987203E8,0.490990939913132,690.0,1170.0,4.35252874915091E8,7.32380863296782E8,13.7737533343616,,65.0,37.3489618101511,,11.8570559936335,5.18348129786075,3.51681193246584,65.1309756097561,,,32.9068188073669,,6.36527046600152,65.8,61.2590302091131,4.446E7,2.38399248572486,628410.060713836,0.1,,,1909.58113980045,,,,1861.0,23.0,,1.2E7
2007,"Congo, Dem. Rep.","ZAR",201.414,41.0842559662318,74.0,,20.6,27.1901815199209,1.2282618E10,6.3,7.2E8,9.94978131939374E9,6.25661835080041,140.0,290.0,8.78561417292542E9,1.78068033706874E10,19.5637980699253,,79.0,37.9694969831331,,27.4840882203428,17.6754611792838,0.369235360158459,46.4187804878049,,,59.8003092631039,0.00206063838950929,10.5642339156448,161.4,119.156565319896,1.21654E9,2.85339533370173,6.23992241428672E7,,50.6836825976893,73.4149265445202,14423.2562561898,,,31.4316558134254,2344860.0,155.0,,
2007,"Congo, Rep.","COG",112.808,5.04621562979479,,,20.6,73.0105883637158,5.156119E9,4.41,4.28947E9,7.64584250532584E9,-1.59,1510.0,2700.0,5.36995637402119E9,9.59639373291188E9,27.1359806032694,,67.0,42.9116380630787,,59.8417720009596,-7.89082954875258,2.75970437370903,53.5312195121951,,,112.283346524859,1.38764872830477,36.2600092084013,125.4,187.096574000054,1.2688E8,1.84829348741928,3551105.0,3.5,72.2670420704965,,62515.7521391229,,,35.1120123692456,342000.0,37.0,1.19539498365993,1.4814E7
2007,"Costa Rica","CRI",67.0,8.70699843785315,,1.73918407254996,,48.8093678602666,7.846261E9,2.099,1.8961E9,2.62671573202743E10,7.79547089771273,5520.0,10510.0,2.46502203295587E10,4.69090219269743E10,24.6164829525487,,90.0,53.6361802235621,,28.7660547571832,9.2977537901124,33.6157609855736,78.7865853658537,,7.74830704055321,84.8567042418249,,33.7999529452672,11.48,84.9303135888502,5.272E7,1.43153037681484,4462192.60258227,0.4,91.3827413616354,101.690896674555,25189.4102318565,24.6789012639104,,62.5269468049637,51100.0,77.0,4.41840913491761,6.35325E8
2007,"Cote d'Ivoire","CIV",129.929,23.8536523461133,,-0.826356035497894,,46.5847674756383,1.3938128E10,4.645,4.269E8,1.97957213828617E10,1.7142291903655,880.0,1550.0,1.77709107660649E10,3.1105846887311E10,8.62509112050927,31.5041185961044,67.0,40.9457307538096,,25.2860730760134,2.71288096723094,2.23626975098292,57.2782926829268,,42.1954312169273,73.9351687010063,1.59157858877783,37.1106877990514,126.5,134.520096942201,1.6505E8,2.25852731262221,2.0122796E7,3.9,44.6930717742051,,3818.55483701172,19.15586044533,,50.8602745778733,322460.0,40.0,4.46463809219809,1.7944E8
2007,"Croatia","HRV",14.126,6.06411839824527,99.9,-1.1137947708669,,42.7884873974192,4.8583564E10,1.4,4.91575E9,5.85582312537493E10,5.47141455062213,12000.0,17840.0,5.32398433062375E10,7.91296652415781E10,28.8912635148142,9.09150956690434,96.0,50.3506828886164,,28.216569530131,4.04480363217266,44.744320423302,75.6658536585366,,112.669096363418,65.2395524626676,1.6335529341276,113.494193619361,5.8,,1.6384E8,-0.0905364673893594,4435982.0,0.1,101.3573022863,102.192917316865,8498.68191530083,35.9314814002877,89.1349266478408,65.7193120716238,56540.0,22.0,32.9704591059005,1.393883E9
2007,"Cuba","CUB",45.2,,99.9,,77.1,,,1.49,,,,,,,,,,99.0,,,,,11.6371898078277,78.2590243902439,,,,,1.76114210212324,6.5,143.517001863448,9.201E7,-0.0860225663465615,1.1257013262075E7,0.1,93.3942720314245,98.9517780892235,3386.33340056787,,,,110860.0,,,
